id;start_date;updated_date;survey_id;email;status;device_type;contact_id;contact_list_id;promotion_code;1_¿Cuál es su sexo?;2_¿En qué rango de edad se encuentra usted?;3_¿Vive usted en la ciudad de Madrid?;4_¿En  qué distrito reside?;5_¿Practicaba la actividad antes de inscribirse?;6_¿Cómo le llegó la información sobre la existencia de esta actividad? Puede señalar unao varias respuestas.__Centro deportivo municipal;6_¿Cómo le llegó la información sobre la existencia de esta actividad? Puede señalar unao varias respuestas.__Redes sociales ;6_¿Cómo le llegó la información sobre la existencia de esta actividad? Puede señalar unao varias respuestas.__Familiares / Amistades;6_¿Cómo le llegó la información sobre la existencia de esta actividad? Puede señalar unao varias respuestas.__Federación;6_¿Cómo le llegó la información sobre la existencia de esta actividad? Puede señalar unao varias respuestas.__Web / Aplicación ;6_¿Cómo le llegó la información sobre la existencia de esta actividad? Puede señalar unao varias respuestas.__Otros;7_¿Se producen ausencias del profesorado?;8_En caso de producirse ausencias del profesorado, ¿se recuperan esas horas de clase?;"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Información del programa y atención recibida en el centro deportivo  
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Puntualidad del profesorado
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Calidad de las clases recibidas
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Relación calidad-precio del servicio recibido
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Organización de la actividad
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Lugares elegidos para la realización de la actividad
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Cumplimiento del calendario anual de actividad 
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Adquisición de la técnica básica para el desarrollo de la actividad de forma autónoma 
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Procedimiento de inscripción o de reserva de la actividad
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Satisfacción global con el profesorado
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Satisfacción global con las clases
";"9_Indique su grado de satisfacción con las siguientes cuestiones en una escala del 0 al 10, donde 0 significa ""muy insatisfactorio"" y 10 ""muy satisfactorio"".__Satisfacción global con el programa
";10_¿Recomendaría usted el programa a familiares o amistades?;11_Para finalizar, indique aquellas sugerencias que puedan contribuir a la mejora del programa (máximo 600 caracteres)

45290838;2024-07-26 13:47:33;2024-07-27 09:32:11;381907;;Completa;Mobile;35115282;38083;;Mujer;De 27 a 45 años;;;;;;;;Web / Aplicación;;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";Sí;

45290844;2024-07-26 16:01:22;2024-07-26 16:34:42;381907;;Completa;Mobile;35115288;38083;;Mujer;De 46 a 65 años; Sí;Villa de Vallecas;No;;;Familiares / Amistades;;Web / Aplicación;;Nunca;;"9
";"9
";"8
";"9
";"9
";"8
";"9
";"6
";"9
";"9
";"8
";"9
";Sí;

45290853;2024-07-18 11:29:26;2024-07-18 11:31:41;381907;;Completa;Desktop;35115297;38083;;Mujer;De 15 a 26 años; Sí;Puente de Vallecas;No;;;Familiares / Amistades;;;;Nunca;;"9
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"9
";"10
";"10
";"10
";Sí;

45290857;2024-07-19 16:06:08;2024-07-19 16:09:53;381907;;Completa;Mobile;35115301;38083;;Mujer;De 46 a 65 años; Sí;Moratalaz;No;;;;;Web / Aplicación;Otros;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";Sí;

45290858;2024-07-26 10:55:42;2024-07-26 10:59:28;381907;;Completa;Mobile;35115302;38083;;Mujer;De 27 a 45 años; Sí;Vicálvaro;No;;;Familiares / Amistades;;;;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"6
";"10
";"10
";"10
";Sí;

45290860;2024-08-04 17:33:52;2024-08-04 17:36:32;381907;;Completa;Mobile;35115304;38083;;Mujer;De 46 a 65 años;;;Sí;Centro deportivo municipal;;;;;;Nunca;;"6
";"8
";"5
";"7
";"7
";"9
";"9
";;"8
";"6
";"6
";"7
";;

45290861;2024-07-18 10:35:56;2024-07-26 13:49:17;381907;;Parcial;Mobile;35115305;38083;;Mujer;De 27 a 45 años; Sí;Villa de Vallecas;No;;;;;Web / Aplicación;;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";Sí;

45290862;2024-07-26 17:51:30;2024-07-26 17:55:10;381907;;Completa;Mobile;35115306;38083;;Mujer;De 46 a 65 años; Sí;Salamanca;No;;;;;Web / Aplicación;;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"7
";"10
";"10
";"9
";Sí;

45290868;2024-07-18 10:21:53;2024-07-18 10:23:22;381907;;Completa;Mobile;35115312;38083;;"Hombre
";De 15 a 26 años; Sí;Carabanchel;No;;;Familiares / Amistades;;;;Nunca;;"9
";"10
";"8
";"9
";"8
";"8
";"10
";"8
";"8
";"10
";"9
";"9
";Sí;

45290869;2024-07-18 18:05:18;2024-07-18 18:20:54;381907;;Completa;Mobile;35115313;38083;;Mujer;De 27 a 45 años; Sí;San Blas-Canillejas;No;;;;;Web / Aplicación;Otros;Nunca;;"10
";"10
";"10
";"8
";"10
";"10
";"7
";"9
";"9
";"9
";"9
";"9
";Sí;

45290879;2024-07-26 09:14:32;2024-07-26 09:16:16;381907;;Completa;Mobile;35115323;38083;;Mujer;De 46 a 65 años; Sí;Barajas;No;;;Familiares / Amistades;;;;Nunca;;"6
";"8
";"7
";"10
";"10
";"10
";"10
";"7
";"7
";"8
";"8
";"8
";Sí;

45290885;2024-07-26 10:13:24;2024-07-26 10:17:04;381907;;Completa;Mobile;35115329;38083;;"Hombre
";De 46 a 65 años; Sí;;Sí;;;;;Web / Aplicación;;Nunca;;;"8
";"6
";"8
";"7
";"9
";"8
";"6
";"10
";"7
";"8
";;Sí;

45290886;2024-07-18 17:26:03;2024-07-18 17:28:51;381907;;Completa;Mobile;35115330;38083;;Mujer;De 46 a 65 años;No;;No;;;Familiares / Amistades;;Web / Aplicación;;Nunca;;"5
";"10
";"7
";"10
";"10
";"9
";"10
";"8
";"9
";"8
";"9
";"10
";Sí;

45290889;2024-07-18 10:33:10;2024-07-18 10:34:18;381907;;Completa;Desktop;35115333;38083;;Mujer;De 27 a 45 años; Sí;"Centro
";No;Centro deportivo municipal;;;;;;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";Sí;

45290893;2024-07-26 09:11:36;2024-07-26 09:12:01;381907;;Parcial;Desktop;35115337;38083;;Mujer;De 46 a 65 años;No;;No;;;;;Web / Aplicación;;;;;;;;;;;;;;;;;

45290894;2024-07-18 21:22:55;2024-07-18 21:25:52;381907;;Completa;Desktop;35115338;38083;;Mujer;De 46 a 65 años; Sí;"Centro
";No;;;;;;Otros;Nunca;;"8
";"7
";"6
";"6
";"7
";"8
";"9
";"7
";"9
";"8
";"7
";"7
";Sí;

45290896;2024-07-26 10:33:55;2024-07-26 10:35:02;381907;;Completa;Mobile;35115340;38083;;"Hombre
";De 46 a 65 años; Sí;Barajas;No;;;;;;Otros;;;;;;;;;;;;;;;;

45290900;2024-07-18 11:47:57;2024-07-18 11:48:58;381907;;Completa;Mobile;35115344;38083;;"Hombre
";De 46 a 65 años; Sí;"Centro
";No;;;;;Web / Aplicación;;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";Sí;

45290901;2024-07-18 15:13:14;2024-07-18 15:15:21;381907;;Completa;Desktop;35115345;38083;;"Hombre
";Mayor de 65; Sí;Ciudad Lineal;No;;;Familiares / Amistades;;;;Nunca;;"10
";"10
";"7
";"10
";"10
";"10
";"10
";"7
";"10
";"7
";"7
";"7
";Sí;

45290903;2024-07-22 17:43:57;2024-07-22 17:46:53;381907;;Completa;Mobile;35115347;38083;;"Hombre
";De 46 a 65 años; Sí;San Blas-Canillejas;No;;;;;;Otros;Nunca;;"9
";"9
";"8
";"9
";"9
";"9
";"9
";"8
";"9
";"9
";"8
";"8
";Sí;

45290904;2024-07-18 11:09:19;2024-07-18 11:16:11;381907;;Completa;Desktop;35115348;38083;;"Hombre
";De 27 a 45 años; Sí;San Blas-Canillejas;No;;;;;;Otros;Nunca;;"7
";"9
";"7
";"9
";"8
";"8
";"8
";"6
";"8
";"8
";"7
";"7
";Sí;

45290905;2024-07-18 14:06:02;2024-07-18 14:07:16;381907;;Completa;Mobile;35115349;38083;;Mujer;De 27 a 45 años;No;;Sí;;;Familiares / Amistades;;;;Nunca;;"8
";"10
";"7
";"8
";"7
";"8
";"8
";"9
";"7
";"8
";"8
";"9
";Sí;

45290906;2024-07-18 13:26:00;2024-07-18 13:27:44;381907;;Completa;Mobile;35115350;38083;;Mujer;De 15 a 26 años; Sí;San Blas-Canillejas;No;;;;;Web / Aplicación;;Nunca;;"5
";"2
";"2
";"6
";"4
";"8
";"10
";"0
";"10
";"2
";"2
";"5
";No;

45290908;2024-07-27 00:23:51;2024-07-27 00:25:01;381907;;Completa;Mobile;35115352;38083;;"Hombre
";De 27 a 45 años; Sí;Arganzuela;Sí;;;;;Web / Aplicación;;Nunca;;"9
";"10
";"8
";"8
";"9
";"8
";"8
";"8
";"9
";"9
";"8
";"9
";Sí;

45290909;2024-07-18 10:58:00;2024-07-26 22:37:36;381907;;Completa;Desktop;35115353;38083;;Mujer;De 46 a 65 años; Sí;Ciudad Lineal;No;;;;;Web / Aplicación;;Nunca;;"8
";"8
";"8
";"8
";"8
";"8
";"8
";"8
";"8
";"8
";"8
";"9
";Sí;

45290910;2024-07-18 12:55:46;2024-07-18 12:59:05;381907;;Completa;Desktop;35115354;38083;;"Hombre
";De 46 a 65 años; Sí;San Blas-Canillejas;No;;;Familiares / Amistades;;;Otros;Nunca;;"7
";"9
";"8
";"10
";"9
";"9
";"9
";"8
";"9
";"9
";"8
";"9
";Sí;

45290930;2024-07-18 11:02:16;2024-07-18 11:03:18;381907;;Parcial;Mobile;35115374;38083;;"Hombre
";De 46 a 65 años; Sí;Villa de Vallecas;No;;Redes sociales;;;Web / Aplicación;;;;;;;;;;;;;;;;;

45290931;2024-07-19 09:00:57;2024-07-19 09:02:06;381907;;Completa;Desktop;35115375;38083;;"Hombre
";De 46 a 65 años; Sí;;Sí;;;;;;Otros;Nunca;;"9
";"10
";"9
";"10
";"9
";"9
";"9
";"9
";"9
";"9
";"9
";"9
";Sí;

45290934;2024-07-26 15:52:13;2024-07-26 15:54:04;381907;;Completa;Desktop;35115378;38083;;"Hombre
";De 27 a 45 años; Sí;Fuencarral-El Pardo;No;;;;;Web / Aplicación;;Nunca;;"9
";"9
";"9
";"9
";"9
";"9
";"9
";"6
";"6
";"10
";"10
";"10
";Sí;

45290936;2024-07-19 23:08:41;2024-07-19 23:18:38;381907;;Completa;Mobile;35115380;38083;;"Hombre
";De 46 a 65 años; Sí;Moratalaz;No;Centro deportivo municipal;;;;;;Nunca;;"10
";"10
";"10
";"10
";"3
";"9
";"2
";"9
";"9
";"10
";"10
";"3
";Sí;

45290938;2024-07-18 10:52:33;2024-07-18 10:53:13;381907;;Completa;Desktop;35115382;38083;;"Hombre
";De 46 a 65 años; Sí;Tetuán;No;Centro deportivo municipal;;;;;;;;;;;;;;;;;;;;;

45290942;2024-07-26 10:21:43;2024-07-26 10:24:55;381907;;Completa;Desktop;35115386;38083;;"Hombre
";De 46 a 65 años; Sí;Barajas;No;Centro deportivo municipal;;;;;Otros;Nunca;;"7
";"9
";"7
";"10
";"8
";"9
";"8
";"6
";"7
";"9
";"7
";"7
";Sí;

45290945;2024-07-30 14:06:35;2024-07-30 14:12:03;381907;;Parcial;Desktop;35115389;38083;;Mujer;De 27 a 45 años; Sí;Barajas;No;Centro deportivo municipal;;;;;;Nunca;;"6
";"10
";"7
";"10
";;"10
";"9
";"9
";"10
";;;;;

45290954;2024-07-18 21:00:43;2024-07-18 21:05:02;381907;;Completa;Mobile;35115398;38083;;Mujer;De 46 a 65 años; Sí;Hortaleza;No;Centro deportivo municipal;;;;;;Nunca;;"7
";"7
";"7
";"10
";"8
";"10
";"8
";"8
";"10
";"9
";"8
";"8
";Sí;

45290956;2024-07-18 10:28:47;2024-07-26 09:14:54;381907;;Completa;Mobile;35115400;38083;;"Hombre
";De 46 a 65 años; Sí;Chamartín;No;Centro deportivo municipal;;;;;;Nunca;;;"10
";"5
";"9
";"5
";"9
";"10
";"5
";"8
";"7
";"8
";"8
";Sí;

45290958;2024-07-18 11:31:13;2024-07-18 11:34:07;381907;;Completa;Mobile;35115402;38083;;"Hombre
";De 46 a 65 años; Sí;Hortaleza;Sí;;;Familiares / Amistades;;;;Nunca;;"8
";"7
";"5
";"7
";"5
";"8
";"9
";"7
";"9
";"8
";"7
";"7
";Sí;

45290959;2024-07-18 13:05:47;2024-07-18 13:07:42;381907;;Completa;Mobile;35115403;38083;;Mujer;De 27 a 45 años; Sí;Chamartín;No;;;;;Web / Aplicación;Otros;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"9
";"10
";"10
";"10
";"10
";Sí;

45290960;2024-07-18 21:09:34;2024-07-18 21:13:47;381907;;Completa;Mobile;35115404;38083;;Mujer;De 46 a 65 años; Sí;Hortaleza;Sí;Centro deportivo municipal;;;;;;Nunca;;"7
";"10
";"5
";"9
";"7
";"10
";"10
";"7
";"10
";"7
";"7
";"8
";Sí;

45290962;2024-07-23 20:14:51;2024-07-23 20:19:18;381907;;Completa;Mobile;35115406;38083;;Mujer;De 46 a 65 años; Sí;Barajas;No;Centro deportivo municipal;;;;Web / Aplicación;;Nunca;;"9
";"8
";"8
";"10
";"9
";"10
";"9
";"9
";"8
";"9
";"10
";"9
";Sí;

45290963;2024-08-01 16:42:08;2024-08-01 16:42:28;381907;;Parcial;Mobile;35115407;38083;;"Hombre
";De 46 a 65 años;;;;;;;;;;;;;;;;;;;;;;;;;

45290970;2024-07-18 15:26:49;2024-07-18 15:29:24;381907;;Completa;Mobile;35115414;38083;;Mujer;De 46 a 65 años; Sí;Arganzuela;No;Centro deportivo municipal;;Familiares / Amistades;;;;Nunca;;"9
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"8
";"10
";"10
";"10
";Sí;

45290971;2024-07-18 10:51:54;2024-07-18 10:54:41;381907;;Completa;Tablet;35115415;38083;;"Hombre
";Mayor de 65; Sí;Hortaleza;Sí;;;;;Web / Aplicación;;Nunca;;"9
";"9
";"8
";"10
";"8
";"10
";"10
";"7
";"9
";"10
";"9
";"8
";Sí;

45290975;2024-07-18 10:33:39;2024-07-26 09:15:26;381907;;Parcial;Mobile;35115419;38083;;Mujer;De 27 a 45 años;;;No;;;;;Web / Aplicación;;Nunca;;;;;;;;;;;;;;;

45290976;2024-07-18 17:08:55;2024-07-18 17:12:00;381907;;Completa;Desktop;35115420;38083;;"Hombre
";De 27 a 45 años; Sí;San Blas-Canillejas;No;;;Familiares / Amistades;;Web / Aplicación;Otros;Nunca;;"7
";"8
";"8
";"10
";"9
";"9
";;"8
";"8
";"9
";"9
";"9
";Sí;

45290980;2024-07-25 13:49:10;2024-07-25 13:52:37;381907;;Completa;Mobile;35115424;38083;;Mujer;; Sí;;No;;;Familiares / Amistades;;;;Nunca;;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";Sí;

45290981;2024-07-30 22:43:20;2024-07-30 22:46:19;381907;;Completa;Desktop;35115425;38083;;"Hombre
";De 27 a 45 años;No;;No;;;;;Web / Aplicación;;Mucha frecuencia;No;"0
";"0
";"0
";"0
";"0
";"10
";"0
";"0
";"10
";"0
";"0
";"0
";No;

45290982;2024-07-18 13:57:07;2024-07-18 13:59:01;381907;;Completa;Mobile;35115426;38083;;"Hombre
";De 27 a 45 años; Sí;Barajas;Sí;Centro deportivo municipal;;;;;;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"9
";"10
";"2
";"10
";"10
";"10
";Sí;

45290986;2024-07-18 11:39:08;2024-07-18 11:42:31;381907;;Completa;Desktop;35115430;38083;;Mujer;De 27 a 45 años; Sí;Puente de Vallecas;No;;;;;Web / Aplicación;;Nunca;;"0
";"10
";"10
";"9
";"9
";"9
";"9
";"10
";"6
";"10
";"9
";"8
";Sí;

45290994;2024-07-18 11:41:47;2024-07-18 11:51:18;381907;;Parcial;Mobile;35115438;38083;;Mujer;De 27 a 45 años; Sí;Hortaleza;Sí;;;Familiares / Amistades;;;Otros;;;;;;;;;;;;;;;;

45291006;2024-07-18 10:46:01;2024-07-18 10:49:27;381907;;Completa;Desktop;35115450;38083;;"Hombre
";De 46 a 65 años; Sí;Ciudad Lineal;No;;;;;Web / Aplicación;Otros;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"4
";"10
";"10
";"10
";Sí;

45291007;2024-07-26 10:31:07;2024-07-26 10:32:45;381907;;Parcial;Desktop;35115451;38083;;"Hombre
";De 27 a 45 años; Sí;Hortaleza;No;;;Familiares / Amistades;;;;Nunca;;;;;;;;;;;;;;;

45291008;2024-07-20 20:50:43;2024-07-20 20:54:20;381907;;Completa;Desktop;35115452;38083;;"Hombre
";De 46 a 65 años; Sí;Barajas;No;;;Familiares / Amistades;;;;Nunca;;"5
";"5
";"8
";"10
";"10
";"9
";"9
";"9
";"5
";"9
";"9
";"9
";Sí;

45291009;2024-07-26 09:25:40;2024-07-26 09:27:25;381907;;Completa;Mobile;35115453;38083;;Mujer;De 46 a 65 años; Sí;Moratalaz;No;;;;;Web / Aplicación;;Nunca;;"9
";"9
";"9
";"10
";"10
";"9
";"9
";"9
";"9
";"9
";"9
";"9
";Sí;

45291012;2024-07-19 08:26:54;2024-07-19 08:28:44;381907;;Completa;Mobile;35115456;38083;;Mujer;De 27 a 45 años; Sí;;No;;;;;Web / Aplicación;;Nunca;;"5
";"10
";"6
";"9
";"9
";"10
";"9
";"5
";"4
";"7
";"9
";"9
";Sí;

45291014;2024-07-26 10:10:12;2024-07-26 10:11:52;381907;;Completa;Mobile;35115458;38083;;Mujer;De 46 a 65 años; Sí;;No;;;Familiares / Amistades;;;;Nunca;;;;;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";Sí;

45291015;2024-07-19 10:32:46;2024-07-19 10:35:11;381907;;Completa;Mobile;35115459;38083;;Mujer;Mayor de 65;;;Sí;;;;;Web / Aplicación;;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"9
";"10
";Sí;

45291021;2024-07-26 09:20:27;2024-07-26 09:21:31;381907;;Completa;Mobile;35115465;38083;;Mujer;De 27 a 45 años; Sí;;No;Centro deportivo municipal;;;;;;Nunca;;"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"8
";"10
";"10
";"10
";Sí;

45291026;2024-07-29 17:10:20;2024-07-29 17:11:14;381907;;Parcial;Mobile;35115470;38083;;Mujer;De 27 a 45 años; Sí;Fuencarral-El Pardo;No;;;;;Web / Aplicación;;Poca frecuencia;No;;"4
";;;;;;;;;;;;

45291027;2024-07-18 14:33:15;2024-07-18 14:35:12;381907;;Completa;Mobile;35115471;38083;;Mujer;De 27 a 45 años;;;No;;;;;Web / Aplicación;;Nunca;;"5
";"10
";"8
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"8
";"8
";Sí;

45291029;2024-07-30 23:45:33;2024-07-30 23:47:33;381907;;Completa;Mobile;35115473;38083;;"Hombre
";De 27 a 45 años; Sí;Ciudad Lineal;Sí;;;;;Web / Aplicación;;Nunca;;"10
";"9
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";"10
";Sí;

45291031;2024-07-18 10:29:43;2024-07-18 10:33:43;381907;;Completa;Mobile;35115475;38083;;Mujer;De 46 a 65 años; Sí;Chamartín;No;;;Familiares / Amistades;;;;Nunca;;"7
";"8
";"5
";"10
";"8
";"9
";"9
";"8
";"7
";"7
";"9
";"9
";Sí;
